,symbol,sl_per,ep_per,sl_det,Profit,Fee,Max_Profit,Max_Loss,Max_Entry,Max_Position,Profit_%,Win_Rate,PF_Ratio,Max_Drawdown
157,roseusdt,1.011,0.995,High,2067.3,780.38,126.83,-84.67,38,7600.0,272.01%,64.61%,2.65,-2.19
213,ftmusdt,1.007,0.995,High,2054.96,776.58,228.59,-64.62,49,9800.0,209.69%,60.26%,2.65,6.35
164,linausdt,0.999,0.995,Close,2044.7,542.11,285.18,-49.71,24,4800.0,425.98%,55.47%,3.77,-32.63
220,ftmusdt,1.011,0.995,Close,2033.07,776.6,228.59,-67.73,49,9800.0,207.46%,61.58%,2.62,6.35
205,ftmusdt,1.003,0.995,High,2025.2,776.6,228.59,-46.09,49,9800.0,206.65%,57.19%,2.61,-10.94
156,roseusdt,1.011,0.995,Close,2021.58,780.4,126.83,-116.46,38,7600.0,266.00%,64.61%,2.59,-2.19
140,roseusdt,1.003,0.995,Close,2005.16,781.21,99.84,-65.25,37,7400.0,270.97%,58.73%,2.57,-2.19
172,linausdt,1.003,0.995,Close,1996.65,542.13,285.18,-90.18,29,5800.0,344.25%,60.67%,3.68,-40.0
196,ftmusdt,0.999,0.995,Close,1994.76,779.21,228.59,-39.14,36,7200.0,277.05%,55.50%,2.56,-5.87
111,imxusdt,1.003,0.99,High,1987.92,1251.58,195.37,-94.02,61,12200.0,162.94%,56.02%,1.59,-54.96
132,roseusdt,0.999,0.995,Close,1981.2,781.22,99.84,-65.25,37,7400.0,267.73%,55.27%,2.54,-9.92
148,roseusdt,1.007,0.995,Close,1945.38,781.24,126.83,-116.46,37,7400.0,262.89%,62.23%,2.49,-2.19
261,avaxusdt,0.999,0.995,High,1941.24,893.58,94.77,-37.31,34,6800.0,285.48%,51.24%,2.17,-0.94
229,adausdt,0.999,0.995,High,1922.38,1121.48,99.99,-36.7,38,7600.0,252.94%,51.41%,1.71,-59.71
109,imxusdt,1.003,0.995,High,1868.31,633.95,71.29,-54.73,47,9400.0,198.76%,59.51%,2.95,29.47
212,ftmusdt,1.007,0.995,Close,1852.09,776.69,228.59,-67.73,49,9800.0,188.99%,60.26%,2.38,6.35
204,ftmusdt,1.003,0.995,Close,1840.2,776.69,228.59,-61.68,49,9800.0,187.78%,57.29%,2.37,-7.5
36,crvusdt,0.999,0.995,Close,1784.08,676.97,87.19,-40.6,32,6400.0,278.76%,59.43%,2.64,-8.77
277,avaxusdt,1.007,0.995,High,1779.78,893.66,192.28,-66.43,46,9200.0,193.45%,62.25%,1.99,-46.93
171,linausdt,1.003,0.999,High,1769.78,244.99,97.4,-31.36,29,5800.0,305.13%,59.17%,7.22,-1.78
276,avaxusdt,1.007,0.995,Close,1765.83,893.67,192.28,-73.14,46,9200.0,191.94%,62.47%,1.98,-40.16
195,ftmusdt,0.999,0.999,High,1753.76,269.19,77.96,-8.09,14,2800.0,626.34%,52.61%,6.52,2.92
45,crvusdt,1.003,0.995,High,1752.83,676.99,87.19,-44.73,38,7600.0,230.64%,60.49%,2.59,-11.55
52,crvusdt,1.007,0.995,Close,1731.49,677.0,87.19,-64.48,38,7600.0,227.83%,63.62%,2.56,-7.11
124,imxusdt,1.011,0.995,Close,1726.02,634.02,81.19,-77.69,56,11200.0,154.11%,65.45%,2.72,35.98
186,linausdt,1.011,0.999,Close,1720.4,245.02,97.4,-75.41,29,5800.0,296.62%,64.93%,7.02,0.63
285,avaxusdt,1.011,0.995,High,1709.33,893.7,192.28,-65.69,46,9200.0,185.80%,63.52%,1.91,-67.84
127,imxusdt,1.011,0.99,High,1701.43,1251.72,291.07,-187.98,75,15000.0,113.43%,62.06%,1.36,-60.02
284,avaxusdt,1.011,0.995,Close,1698.83,893.7,192.28,-73.14,46,9200.0,184.66%,63.52%,1.9,-85.77
125,imxusdt,1.011,0.995,High,1688.62,634.04,81.19,-78.03,56,11200.0,150.77%,65.32%,2.66,31.74
187,linausdt,1.011,0.999,High,1678.39,245.04,97.4,-63.51,29,5800.0,289.38%,64.93%,6.85,0.63
44,crvusdt,1.003,0.995,Close,1666.5,677.03,87.19,-41.47,38,7600.0,219.28%,61.17%,2.46,-6.84
108,imxusdt,1.003,0.995,Close,1652.86,634.06,71.29,-56.19,47,9400.0,175.84%,60.49%,2.61,15.47
60,crvusdt,1.011,0.995,Close,1649.87,677.04,87.19,-64.48,38,7600.0,217.09%,65.08%,2.44,-15.88
116,imxusdt,1.007,0.995,Close,1640.34,634.06,71.29,-61.56,47,9400.0,174.50%,62.77%,2.59,35.98
61,crvusdt,1.011,0.995,High,1630.56,677.05,87.19,-62.21,38,7600.0,214.55%,65.08%,2.41,-14.86
53,crvusdt,1.007,0.995,High,1624.79,677.05,87.19,-58.67,38,7600.0,213.79%,63.50%,2.4,-7.08
131,roseusdt,0.999,0.999,High,1606.85,283.45,42.16,-35.79,21,4200.0,382.58%,51.78%,5.67,5.62
179,linausdt,1.007,0.999,High,1589.2,245.08,97.4,-47.44,29,5800.0,274.00%,61.92%,6.48,0.63
117,imxusdt,1.007,0.995,High,1583.32,634.09,71.29,-60.31,47,9400.0,168.44%,62.52%,2.5,42.22
211,ftmusdt,1.007,0.999,High,1578.25,268.48,77.96,-31.78,15,3000.0,526.08%,63.49%,5.88,2.92
69,injusdt,0.999,0.995,High,1569.5,658.29,49.3,-22.99,34,6800.0,230.81%,52.46%,2.38,-1.51
269,avaxusdt,1.003,0.995,High,1566.82,893.77,94.77,-52.35,46,9200.0,170.31%,58.64%,1.75,-20.08
218,ftmusdt,1.011,0.999,Close,1546.33,268.49,77.96,-29.71,15,3000.0,515.44%,64.79%,5.76,2.92
126,imxusdt,1.011,0.99,Close,1531.49,1251.81,291.07,-182.03,75,15000.0,102.10%,62.06%,1.22,-64.16
203,ftmusdt,1.003,0.999,High,1528.47,268.5,77.96,-19.74,15,3000.0,509.49%,59.72%,5.69,2.92
178,linausdt,1.007,0.999,Close,1528.41,245.11,97.4,-75.41,29,5800.0,263.52%,62.15%,6.24,0.63
163,linausdt,0.999,0.999,High,1523.35,245.12,97.4,-18.66,20,4000.0,380.84%,48.52%,6.21,-0.97
194,ftmusdt,0.999,0.999,Close,1522.06,269.3,77.96,-20.8,14,2800.0,543.59%,60.42%,5.65,2.92
219,ftmusdt,1.011,0.999,High,1521.09,268.51,77.96,-43.82,15,3000.0,507.03%,64.79%,5.67,2.92
155,roseusdt,1.011,0.999,High,1504.66,283.11,49.02,-49.71,21,4200.0,358.25%,65.06%,5.31,5.62
210,ftmusdt,1.007,0.999,Close,1503.4,268.51,77.96,-29.71,15,3000.0,501.13%,63.49%,5.6,2.92
183,linausdt,1.007,0.99,High,1497.83,1077.91,285.38,-102.47,49,9800.0,152.84%,57.00%,1.39,-45.1
119,imxusdt,1.007,0.99,High,1480.58,1251.83,195.37,-140.55,61,12200.0,121.36%,59.29%,1.18,-48.21
139,roseusdt,1.003,0.999,High,1476.12,283.52,49.02,-46.35,21,4200.0,351.46%,58.79%,5.21,5.62
268,avaxusdt,1.003,0.995,Close,1471.64,893.82,94.77,-48.76,46,9200.0,159.96%,59.83%,1.65,-35.51
202,ftmusdt,1.003,0.999,Close,1466.34,268.53,77.96,-29.71,15,3000.0,488.78%,60.77%,5.46,2.92
199,ftmusdt,0.999,0.99,High,1462.82,1450.74,239.44,-58.7,45,9000.0,162.54%,50.96%,1.01,-76.49
118,imxusdt,1.007,0.99,Close,1457.77,1251.85,195.37,-150.91,61,12200.0,119.49%,59.29%,1.16,-64.16
154,roseusdt,1.011,0.999,Close,1445.96,283.14,49.02,-90.75,21,4200.0,344.28%,65.06%,5.11,5.62
170,linausdt,1.003,0.999,Close,1441.05,245.16,97.4,-75.41,29,5800.0,248.46%,60.32%,5.88,-1.54
100,imxusdt,0.999,0.995,Close,1439.33,634.16,67.73,-50.6,28,5600.0,257.02%,56.77%,2.27,15.91
147,roseusdt,1.007,0.999,High,1437.04,283.54,49.02,-38.44,21,4200.0,342.15%,62.61%,5.07,5.62
130,roseusdt,0.999,0.999,Close,1429.27,283.54,42.16,-49.97,21,4200.0,340.30%,56.96%,5.04,5.62
99,imxusdt,0.999,0.999,High,1427.02,230.57,48.95,-13.99,12,2400.0,594.59%,52.85%,6.19,45.72
162,linausdt,0.999,0.999,Close,1412.31,245.17,97.4,-19.36,20,4000.0,353.08%,57.63%,5.76,-1.54
138,roseusdt,1.003,0.999,Close,1404.72,283.56,49.02,-49.97,21,4200.0,334.46%,59.83%,4.95,5.62
146,roseusdt,1.007,0.999,Close,1334.93,283.59,49.02,-90.75,21,4200.0,317.84%,62.96%,4.71,5.62
260,avaxusdt,0.999,0.995,Close,1308.25,893.9,94.77,-40.95,34,6800.0,192.39%,55.80%,1.46,-5.12
245,adausdt,1.007,0.995,High,1288.72,1121.79,113.25,-63.43,40,8000.0,161.09%,62.58%,1.15,-125.44
237,adausdt,1.003,0.995,High,1281.49,1121.8,99.99,-50.46,40,8000.0,160.19%,59.69%,1.14,-129.27
244,adausdt,1.007,0.995,Close,1226.03,1121.83,113.25,-85.15,40,8000.0,153.25%,62.58%,1.09,-129.83
110,imxusdt,1.003,0.99,Close,1218.22,1251.96,195.37,-121.64,61,12200.0,99.85%,56.30%,0.97,-88.15
107,imxusdt,1.003,0.999,High,1214.83,230.68,48.95,-18.85,15,3000.0,404.94%,59.50%,5.27,44.11
35,crvusdt,0.999,0.999,High,1168.21,215.31,59.06,-12.47,12,2400.0,486.76%,54.15%,5.43,-0.9
98,imxusdt,0.999,0.999,Close,1154.63,230.71,48.95,-23.49,12,2400.0,481.10%,57.76%,5.0,43.65
227,adausdt,0.999,0.999,High,1153.72,299.87,60.58,-11.96,15,3000.0,384.57%,48.41%,3.85,-7.43
67,injusdt,0.999,0.999,High,1149.09,232.11,46.54,-12.9,14,2800.0,410.39%,51.46%,4.95,-1.25
77,injusdt,1.003,0.995,High,1133.33,655.91,62.26,-47.98,54,10800.0,104.94%,57.30%,1.73,-2.05
106,imxusdt,1.003,0.999,Close,1132.43,230.72,48.95,-26.27,15,3000.0,377.48%,60.54%,4.91,43.65
242,adausdt,1.007,0.999,Close,1114.78,299.89,60.58,-36.39,21,4200.0,265.42%,65.81%,3.72,-38.94
243,adausdt,1.007,0.999,High,1096.27,299.9,60.58,-34.48,21,4200.0,261.02%,65.81%,3.66,-34.96
50,crvusdt,1.007,0.999,Close,1093.94,215.35,59.06,-28.27,13,2600.0,420.75%,62.70%,5.08,-9.04
122,imxusdt,1.011,0.999,Close,1091.2,230.74,48.95,-40.87,15,3000.0,363.73%,64.88%,4.73,39.42
235,adausdt,1.003,0.999,High,1076.5,299.91,60.58,-23.22,21,4200.0,256.31%,62.50%,3.59,-51.04
114,imxusdt,1.007,0.999,Close,1067.48,230.75,48.95,-32.7,15,3000.0,355.83%,62.42%,4.63,47.54
143,roseusdt,1.003,0.99,High,1057.42,1524.91,149.67,-89.6,67,13400.0,78.91%,53.47%,0.69,-15.23
42,crvusdt,1.003,0.999,Close,1055.99,215.36,59.06,-17.46,12,2400.0,439.99%,59.91%,4.9,-5.31
43,crvusdt,1.003,0.999,High,1055.83,215.36,59.06,-14.15,12,2400.0,439.93%,59.26%,4.9,-0.11
75,injusdt,1.003,0.999,High,1053.82,230.36,46.54,-16.95,14,2800.0,376.36%,58.81%,4.57,-2.86
234,adausdt,1.003,0.999,Close,1052.6,299.92,60.58,-20.73,21,4200.0,250.62%,62.82%,3.51,-55.03
51,crvusdt,1.007,0.999,High,1049.27,215.37,59.06,-22.19,13,2600.0,403.56%,62.25%,4.87,-10.39
251,adausdt,1.011,0.999,High,1045.97,299.93,60.58,-45.74,21,4200.0,249.04%,67.05%,3.49,-52.68
58,crvusdt,1.011,0.999,Close,1044.33,215.37,59.06,-31.04,13,2600.0,401.66%,64.33%,4.85,-17.39
123,imxusdt,1.011,0.999,High,1044.31,230.76,48.95,-41.1,15,3000.0,348.10%,64.88%,4.53,40.89
34,crvusdt,0.999,0.999,Close,1040.6,215.37,59.06,-17.46,12,2400.0,433.58%,60.17%,4.83,-0.11
11,ethusdt,1.003,0.999,High,1039.39,302.93,80.62,-14.53,22,4400.0,236.22%,63.17%,3.43,5.83
59,crvusdt,1.011,0.999,High,1037.55,215.37,59.06,-30.22,13,2600.0,399.06%,63.66%,4.82,-19.16
115,imxusdt,1.007,0.999,High,1036.03,230.77,48.95,-29.07,15,3000.0,345.34%,61.80%,4.49,42.5
250,adausdt,1.011,0.999,Close,1033.82,299.93,60.58,-68.8,21,4200.0,246.15%,67.05%,3.45,-53.42
190,linausdt,1.011,0.99,Close,1032.25,1078.14,285.38,-173.65,49,9800.0,105.33%,60.27%,0.96,-75.21
226,adausdt,0.999,0.999,Close,1025.22,299.94,60.58,-20.18,15,3000.0,341.74%,60.81%,3.42,-25.22
3,ethusdt,0.999,0.999,High,1023.68,303.14,80.62,-12.58,22,4400.0,232.65%,49.78%,3.38,5.83
259,avaxusdt,0.999,0.999,High,1012.95,235.98,47.41,-16.24,19,3800.0,266.57%,50.09%,4.29,-1.37
266,avaxusdt,1.003,0.999,Close,1010.05,235.98,47.41,-21.13,29,5800.0,174.15%,62.90%,4.28,-11.34
10,ethusdt,1.003,0.999,Close,1005.74,302.95,80.62,-17.22,22,4400.0,228.58%,63.50%,3.32,5.83
274,avaxusdt,1.007,0.999,Close,1004.94,235.98,47.41,-21.13,34,6800.0,147.78%,65.07%,4.26,-21.28
253,adausdt,1.011,0.995,High,1003.15,1121.94,113.25,-77.69,40,8000.0,125.39%,63.40%,0.89,-156.54
267,avaxusdt,1.003,0.999,High,997.11,235.98,47.41,-20.31,29,5800.0,171.92%,62.34%,4.23,-8.72
275,avaxusdt,1.007,0.999,High,995.65,235.98,47.41,-21.13,34,6800.0,146.42%,64.49%,4.22,-30.47
5,ethusdt,0.999,0.995,High,992.07,1123.94,180.23,-34.9,35,7000.0,141.72%,46.95%,0.88,-9.46
191,linausdt,1.011,0.99,High,986.44,1078.17,285.38,-141.81,49,9800.0,100.66%,60.05%,0.91,-65.41
282,avaxusdt,1.011,0.999,Close,972.18,236.0,47.41,-35.2,34,6800.0,142.97%,65.51%,4.12,-46.86
283,avaxusdt,1.011,0.999,High,970.29,236.0,47.41,-21.13,34,6800.0,142.69%,65.51%,4.11,-39.46
83,injusdt,1.007,0.999,High,969.08,230.4,46.54,-21.01,14,2800.0,346.10%,61.90%,4.21,-9.12
236,adausdt,1.003,0.995,Close,964.28,1121.96,99.99,-85.15,40,8000.0,120.53%,60.03%,0.86,-135.36
258,avaxusdt,0.999,0.999,Close,955.45,236.0,47.41,-21.13,19,3800.0,251.43%,60.89%,4.05,-4.08
18,ethusdt,1.007,0.999,Close,950.75,302.97,80.62,-24.28,22,4400.0,216.08%,64.48%,3.14,5.83
252,adausdt,1.011,0.995,Close,949.8,1121.96,113.25,-102.81,40,8000.0,118.73%,63.40%,0.85,-140.95
2,ethusdt,0.999,0.999,Close,947.25,303.17,80.62,-10.72,22,4400.0,215.28%,58.10%,3.12,5.83
27,ethusdt,1.011,0.999,High,944.52,302.98,80.62,-31.14,22,4400.0,214.66%,65.48%,3.12,5.83
26,ethusdt,1.011,0.999,Close,938.87,302.98,80.62,-59.12,22,4400.0,213.38%,65.48%,3.1,5.83
19,ethusdt,1.007,0.999,High,937.35,302.98,80.62,-21.52,22,4400.0,213.03%,64.48%,3.09,5.83
91,injusdt,1.011,0.999,High,933.95,230.42,46.54,-30.49,14,2800.0,333.55%,62.96%,4.05,-15.54
228,adausdt,0.999,0.995,Close,924.64,1121.98,99.99,-82.31,38,7600.0,121.66%,55.22%,0.82,-96.43
263,avaxusdt,0.999,0.99,High,918.29,1650.12,268.84,-55.68,54,10800.0,85.03%,48.46%,0.56,12.05
71,injusdt,0.999,0.99,High,903.47,1304.3,207.13,-62.26,79,15800.0,57.18%,50.77%,0.69,-27.24
74,injusdt,1.003,0.999,Close,894.54,230.44,46.54,-47.18,14,2800.0,319.48%,60.61%,3.88,-4.18
90,injusdt,1.011,0.999,Close,879.47,230.45,46.54,-47.18,14,2800.0,314.10%,63.52%,3.82,-17.37
82,injusdt,1.007,0.999,Close,860.4,230.45,46.54,-47.18,14,2800.0,307.29%,62.82%,3.73,-12.39
151,roseusdt,1.007,0.99,High,844.6,1525.02,280.85,-140.9,80,16000.0,52.79%,57.41%,0.55,-15.23
66,injusdt,0.999,0.999,Close,836.37,232.27,46.54,-47.18,14,2800.0,298.70%,59.04%,3.6,-2.06
85,injusdt,1.007,0.995,High,819.61,656.06,62.26,-64.13,69,13800.0,59.39%,60.04%,1.25,-2.86
102,imxusdt,0.999,0.99,Close,771.41,1252.19,195.37,-79.14,48,9600.0,80.36%,53.36%,0.62,-88.15
93,injusdt,1.011,0.995,High,700.52,656.12,64.39,-74.47,69,13800.0,50.76%,61.33%,1.07,-18.04
47,crvusdt,1.003,0.99,High,696.94,1371.77,529.53,-96.97,56,11200.0,62.23%,54.17%,0.51,-26.47
166,linausdt,0.999,0.99,Close,682.29,1078.32,285.38,-115.21,49,9800.0,69.62%,51.65%,0.63,-94.94
182,linausdt,1.007,0.99,Close,650.67,1078.34,285.38,-173.65,49,9800.0,66.39%,57.33%,0.6,-71.55
92,injusdt,1.011,0.995,Close,631.4,656.16,64.39,-83.72,69,13800.0,45.75%,61.67%,0.96,-51.99
68,injusdt,0.999,0.995,Close,621.91,658.76,49.3,-77.86,34,6800.0,91.46%,56.88%,0.94,-1.09
76,injusdt,1.003,0.995,Close,617.39,656.16,62.26,-77.86,54,10800.0,57.17%,58.50%,0.94,-18.17
169,linausdt,1.003,1.005,High,607.72,41.68,67.6,-9.05,15,3000.0,202.57%,60.00%,14.58,1.84
63,crvusdt,1.011,0.99,High,602.35,1371.81,529.53,-144.03,56,11200.0,53.78%,59.43%,0.44,-87.31
177,linausdt,1.007,1.005,High,596.03,41.68,67.6,-9.88,15,3000.0,198.68%,62.96%,14.3,0.51
185,linausdt,1.011,1.005,High,592.35,41.68,67.6,-10.71,15,3000.0,197.45%,64.18%,14.21,-1.09
84,injusdt,1.007,0.995,Close,590.95,656.18,62.26,-77.86,69,13800.0,42.82%,60.61%,0.9,-35.31
184,linausdt,1.011,1.005,Close,590.8,41.68,67.6,-14.2,15,3000.0,196.93%,65.67%,14.17,-0.43
120,imxusdt,1.011,1.005,Close,586.69,36.69,33.67,-9.83,5,1000.0,586.69%,75.20%,15.99,32.89
13,ethusdt,1.003,0.995,High,580.86,1124.15,180.23,-44.43,62,12400.0,46.84%,54.63%,0.52,-42.01
176,linausdt,1.007,1.005,Close,575.31,41.69,67.6,-14.2,15,3000.0,191.77%,65.19%,13.8,-0.8
121,imxusdt,1.011,1.005,High,571.83,36.7,33.67,-9.15,5,1000.0,571.83%,72.80%,15.58,32.89
96,imxusdt,0.999,1.005,Close,570.12,36.7,33.67,-6.9,5,1000.0,570.12%,71.09%,15.54,32.89
97,imxusdt,0.999,1.005,High,566.64,36.7,33.67,-3.38,5,1000.0,566.64%,57.81%,15.44,32.89
104,imxusdt,1.003,1.005,Close,566.57,36.7,33.67,-6.9,5,1000.0,566.57%,70.08%,15.44,32.89
168,linausdt,1.003,1.005,Close,563.61,41.7,67.6,-14.2,15,3000.0,187.87%,62.96%,13.52,0.69
112,imxusdt,1.007,1.005,Close,557.98,36.7,33.67,-9.23,5,1000.0,557.98%,71.65%,15.2,32.89
105,imxusdt,1.003,1.005,High,554.56,36.7,33.67,-5.03,5,1000.0,554.56%,65.35%,15.11,32.89
89,injusdt,1.011,1.005,High,547.3,42.9,42.56,-11.21,4,800.0,684.13%,70.67%,12.76,1.74
65,injusdt,0.999,1.005,High,537.52,42.91,42.56,-6.78,4,800.0,671.90%,60.13%,12.53,-0.47
113,imxusdt,1.007,1.005,High,536.5,36.71,33.67,-6.7,5,1000.0,536.50%,67.72%,14.61,32.89
73,injusdt,1.003,1.005,High,533.59,42.91,42.56,-8.26,4,800.0,666.98%,65.79%,12.43,1.74
81,injusdt,1.007,1.005,High,532.94,42.91,42.56,-10.68,4,800.0,666.18%,69.54%,12.42,1.74
88,injusdt,1.011,1.005,Close,524.26,42.92,42.56,-24.4,4,800.0,655.33%,72.00%,12.22,1.74
62,crvusdt,1.011,0.99,Close,516.49,1371.86,529.53,-158.36,56,11200.0,46.12%,59.53%,0.38,-76.35
72,injusdt,1.003,1.005,Close,506.83,42.93,42.56,-24.4,4,800.0,633.54%,68.42%,11.81,1.74
64,injusdt,0.999,1.005,Close,501.42,42.93,42.56,-24.4,4,800.0,626.77%,71.90%,11.68,0.02
80,injusdt,1.007,1.005,Close,496.69,42.93,42.56,-24.4,4,800.0,620.86%,70.86%,11.57,1.74
38,crvusdt,0.999,0.99,Close,478.65,1371.87,529.53,-75.08,56,11200.0,42.74%,51.64%,0.35,-124.83
160,linausdt,0.999,1.005,Close,468.04,41.75,67.6,-8.42,6,1200.0,390.03%,58.74%,11.21,2.03
161,linausdt,0.999,1.005,High,464.92,41.75,67.6,-8.21,6,1200.0,387.43%,46.85%,11.14,4.25
153,roseusdt,1.011,1.005,High,453.26,32.96,47.87,-39.23,10,2000.0,226.63%,70.34%,13.75,3.63
145,roseusdt,1.007,1.005,High,435.47,32.97,47.87,-31.16,10,2000.0,217.74%,66.95%,13.21,3.63
152,roseusdt,1.011,1.005,Close,431.39,32.97,47.87,-52.32,10,2000.0,215.69%,71.19%,13.09,3.63
129,roseusdt,0.999,1.005,High,404.67,32.98,47.87,-15.03,10,2000.0,202.33%,52.54%,12.27,2.46
216,ftmusdt,1.011,1.005,Close,403.6,30.38,25.04,-9.76,5,1000.0,403.60%,69.09%,13.28,5.39
137,roseusdt,1.003,1.005,High,395.98,32.99,47.87,-23.1,10,2000.0,197.99%,61.86%,12.0,3.63
217,ftmusdt,1.011,1.005,High,394.78,30.39,25.04,-7.25,5,1000.0,394.78%,68.18%,12.99,5.39
144,roseusdt,1.007,1.005,Close,393.77,32.99,47.87,-52.32,10,2000.0,196.89%,68.64%,11.94,3.63
209,ftmusdt,1.007,1.005,High,387.0,30.39,25.04,-7.82,5,1000.0,387.00%,64.55%,12.73,5.39
208,ftmusdt,1.007,1.005,Close,383.8,30.39,25.04,-9.76,5,1000.0,383.80%,65.45%,12.63,5.39
55,crvusdt,1.007,0.99,High,377.52,1371.93,529.53,-114.18,56,11200.0,33.71%,57.91%,0.28,-215.32
128,roseusdt,0.999,1.005,Close,374.37,33.0,47.87,-25.86,10,2000.0,187.18%,64.41%,11.35,2.89
136,roseusdt,1.003,1.005,Close,369.63,33.0,47.87,-25.86,10,2000.0,184.82%,64.41%,11.2,3.63
200,ftmusdt,1.003,1.005,Close,354.71,30.41,25.04,-9.76,5,1000.0,354.71%,64.86%,11.67,5.39
159,roseusdt,1.011,0.99,High,354.7,1524.46,354.9,-179.59,97,19400.0,18.28%,59.47%,0.23,-16.49
201,ftmusdt,1.003,1.005,High,353.49,30.41,25.04,-6.2,5,1000.0,353.49%,61.26%,11.62,5.39
193,ftmusdt,0.999,1.005,High,351.87,30.41,25.04,-4.58,5,1000.0,351.87%,56.76%,11.57,5.39
56,crvusdt,1.011,1.005,Close,344.8,26.01,61.09,-9.27,6,1200.0,287.34%,61.63%,13.25,-14.9
48,crvusdt,1.007,1.005,Close,341.24,26.02,61.09,-9.27,6,1200.0,284.37%,61.63%,13.12,-14.9
32,crvusdt,0.999,1.005,Close,337.67,26.02,61.09,-6.97,6,1200.0,281.39%,66.67%,12.98,-10.08
41,crvusdt,1.003,1.005,High,333.76,26.02,61.09,-6.09,6,1200.0,278.14%,54.55%,12.83,-11.51
57,crvusdt,1.011,1.005,High,333.03,26.02,61.09,-8.69,6,1200.0,277.52%,59.30%,12.8,-18.27
33,crvusdt,0.999,1.005,High,332.83,26.02,61.09,-3.84,6,1200.0,277.36%,45.56%,12.79,-7.48
54,crvusdt,1.007,0.99,Close,331.93,1371.95,529.53,-142.86,56,11200.0,29.64%,58.10%,0.24,-260.91
192,ftmusdt,0.999,1.005,Close,329.76,30.42,25.04,-9.76,5,1000.0,329.76%,68.47%,10.84,5.39
49,crvusdt,1.007,1.005,High,329.55,26.02,61.09,-8.51,6,1200.0,274.63%,56.98%,12.66,-15.54
40,crvusdt,1.003,1.005,Close,329.33,26.02,61.09,-9.27,6,1200.0,274.44%,61.36%,12.66,-14.9
12,ethusdt,1.003,0.995,Close,283.47,1124.3,180.23,-71.45,62,12400.0,22.86%,54.93%,0.25,-118.64
279,avaxusdt,1.007,0.99,High,254.93,1650.45,268.84,-179.26,67,13400.0,19.02%,57.14%,0.15,-69.84
225,adausdt,0.999,1.005,High,246.51,19.07,39.36,-2.65,5,1000.0,246.51%,54.93%,12.93,1.13
248,adausdt,1.011,1.005,Close,237.56,19.07,39.36,-3.52,5,1000.0,237.56%,68.57%,12.46,-2.39
240,adausdt,1.007,1.005,Close,234.42,19.07,39.36,-3.52,5,1000.0,234.42%,65.71%,12.29,-2.39
232,adausdt,1.003,1.005,Close,234.15,19.07,39.36,-3.91,5,1000.0,234.15%,62.86%,12.28,-0.24
224,adausdt,0.999,1.005,Close,233.3,19.07,39.36,-4.04,5,1000.0,233.30%,60.56%,12.23,0.26
249,adausdt,1.011,1.005,High,227.17,19.08,39.36,-6.53,5,1000.0,227.17%,68.57%,11.91,-3.67
233,adausdt,1.003,1.005,High,225.04,19.08,39.36,-5.06,5,1000.0,225.04%,60.00%,11.8,-0.47
