,start_time,interval,kd_direction,sl_atr,tp_atr,sl_determine,Profit,Fee,Max_Profit,Max_Loss,Max_Entry,Max_Position,Profit_%
104,1672531200000,1h,Any,3,3,Close,-3131.38,315.78,314.77,-616.94,19,30650.32,-102.16%
107,1672531200000,1h,Any,3,4,High,-3186.93,315.81,551.53,-454.26,19,30650.32,-103.98%
25,1672531200000,15m,Any,5,3,High,-3244.02,1425.34,1045.44,-557.64,30,37451.89,-86.62%
21,1672531200000,15m,Any,4,5,High,-3268.14,1425.35,900.06,-443.68,48,77496.42,-42.17%
105,1672531200000,1h,Any,3,3,High,-3311.47,315.87,314.77,-454.26,19,30650.32,-108.04%
26,1672531200000,15m,Any,5,4,Close,-3449.3,1425.44,2783.19,-677.25,47,75991.53,-45.39%
112,1672531200000,1h,Any,4,3,Close,-3470.76,315.95,788.78,-776.1,25,39095.0,-88.78%
28,1672531200000,15m,Any,5,5,Close,-3505.38,1425.47,2230.79,-677.25,49,79133.9,-44.30%
119,1672531200000,1h,Any,4,6,High,-3513.92,315.97,1488.16,-776.1,21,32612.89,-107.75%
451,1609492611000,15m,Down,2,4,High,-3538.55,10652.56,3114.19,-702.07,23,89238.13,-39.65%
461,1609492611000,15m,Down,3,5,High,-3565.24,10652.57,6154.95,-1482.12,27,59394.57,-60.03%
285,1641028611000,15m,Down,5,5,High,-3595.33,5198.1,3408.8,-1279.25,45,53216.34,-67.56%
455,1609492611000,15m,Down,2,6,High,-3630.35,10652.61,6878.74,-702.07,23,51018.9,-71.16%
199,1641028611000,15m,Any,2,6,High,-3769.95,9730.66,3734.28,-476.55,42,63942.45,-58.96%
449,1609492611000,15m,Down,2,3,High,-3810.58,10652.7,2120.22,-702.07,18,39557.94,-96.33%
275,1641028611000,15m,Down,4,4,High,-3829.12,5198.22,2018.34,-1088.48,29,33817.41,-113.23%
117,1672531200000,1h,Any,4,5,High,-3864.28,316.15,1306.48,-776.1,21,32612.89,-118.49%
114,1672531200000,1h,Any,4,4,Close,-3870.68,316.15,591.77,-776.1,25,39095.0,-99.01%
195,1641028611000,15m,Any,2,4,High,-3945.82,9730.74,3504.42,-573.39,42,63942.45,-61.71%
121,1672531200000,1h,Any,5,3,High,-4074.24,316.25,788.78,-935.27,35,57081.48,-71.38%
113,1672531200000,1h,Any,4,3,High,-4085.64,316.26,788.78,-776.1,19,30650.32,-133.30%
389,1609492611000,15m,Any,2,5,High,-4110.62,19947.23,10668.05,-1090.87,42,63942.45,-64.29%
122,1672531200000,1h,Any,5,4,Close,-4403.53,316.42,591.77,-1147.96,35,57081.48,-77.14%
23,1672531200000,15m,Any,4,6,High,-4533.79,1425.99,978.1,-443.68,48,77496.42,-58.50%
115,1672531200000,1h,Any,4,4,High,-4581.09,316.51,551.53,-776.1,20,30314.13,-151.12%
123,1672531200000,1h,Any,5,4,High,-4663.47,316.55,591.77,-935.27,35,57081.48,-81.70%
203,1641028611000,15m,Any,3,4,High,-4706.0,9729.31,3903.27,-1062.53,44,66877.97,-70.37%
439,1609492611000,15m,Up,4,6,High,-4738.75,9294.94,5389.5,-1149.47,44,50921.96,-93.06%
237,1641028611000,15m,Up,3,5,High,-4762.26,4533.03,1863.3,-432.12,26,28475.7,-167.24%
95,1672531200000,15m,Down,5,6,High,-4813.35,776.58,568.18,-273.03,27,43581.81,-110.44%
27,1672531200000,15m,Any,5,4,High,-4858.45,1426.15,2703.34,-557.64,46,74354.05,-65.34%
447,1609492611000,15m,Up,5,6,High,-5602.23,9295.37,7899.66,-1795.8,50,57528.53,-97.38%
453,1609492611000,15m,Down,2,5,High,-5653.95,10653.62,6154.95,-702.07,23,51018.9,-110.82%
397,1609492611000,15m,Any,3,5,High,-5731.21,19946.22,10668.05,-2835.62,55,60376.55,-94.92%
429,1609492611000,15m,Up,3,5,High,-5942.31,9295.54,4884.83,-889.35,26,28475.7,-208.68%
445,1609492611000,15m,Up,5,5,High,-6099.7,9295.62,7028.73,-1795.8,39,44167.78,-138.10%
29,1672531200000,15m,Any,5,5,High,-6188.96,1426.81,863.34,-557.64,48,77496.42,-79.86%
239,1641028611000,15m,Up,3,6,High,-6211.81,4533.75,2029.88,-524.98,26,28475.7,-218.14%
443,1609492611000,15m,Up,5,4,High,-6392.01,9295.76,5585.38,-1795.8,30,108962.1,-58.66%
431,1609492611000,15m,Up,3,6,High,-6558.13,9295.84,5380.7,-889.35,26,28475.7,-230.31%
283,1641028611000,15m,Down,5,4,High,-6866.56,5199.74,2130.33,-1279.25,29,33817.41,-203.05%
437,1609492611000,15m,Up,4,5,High,-7208.12,9296.17,6402.83,-1149.47,35,39988.54,-180.25%
387,1609492611000,15m,Any,2,4,High,-7384.24,19948.87,6181.52,-1090.87,42,63942.45,-115.48%
31,1672531200000,15m,Any,5,6,High,-8046.71,1427.74,1441.56,-557.64,48,77496.42,-103.83%
401,1609492611000,15m,Any,4,3,High,-8344.59,19947.53,8078.49,-3919.5,44,99257.47,-84.07%
435,1609492611000,15m,Up,4,4,High,-8944.18,9297.04,3558.93,-1149.47,25,28129.25,-317.97%
385,1609492611000,15m,Any,2,3,High,-9257.47,19949.81,3471.7,-1090.87,42,63942.45,-144.78%
471,1609492611000,15m,Down,4,6,High,-9670.29,10655.63,6878.74,-2073.33,44,50459.14,-191.65%
474,1609492611000,15m,Down,5,4,Close,-9857.05,10655.72,3171.93,-2664.53,34,99022.71,-99.54%
407,1609492611000,15m,Any,4,6,High,-10369.23,19948.54,12715.02,-3919.5,83,95306.76,-108.80%
467,1609492611000,15m,Down,4,4,High,-10722.32,10656.15,3171.93,-2073.33,29,33817.41,-317.07%
395,1609492611000,15m,Any,3,4,High,-10856.27,19948.79,9115.32,-2835.62,49,189714.71,-57.22%
476,1609492611000,15m,Down,5,5,Close,-15728.94,10658.65,6512.42,-2664.53,45,53216.34,-295.57%
411,1609492611000,15m,Any,5,4,High,-18462.8,19952.59,11672.41,-5003.37,95,111056.36,-166.25%
469,1609492611000,15m,Down,4,5,High,-19066.83,10660.32,6154.95,-2073.33,32,37455.83,-509.05%
415,1609492611000,15m,Any,5,6,High,-21054.39,19953.88,14247.58,-5003.37,103,119568.94,-176.09%
403,1609492611000,15m,Any,4,4,High,-21456.01,19954.08,11672.41,-3919.5,75,86794.18,-247.21%
405,1609492611000,15m,Any,4,5,High,-21715.39,19954.21,12759.42,-3919.5,75,86794.18,-250.19%
479,1609492611000,15m,Down,5,6,High,-22226.87,10661.9,7085.57,-2664.53,57,66219.65,-335.65%
475,1609492611000,15m,Down,5,4,High,-25149.88,10663.36,3171.93,-2664.53,29,33817.41,-743.70%
413,1609492611000,15m,Any,5,5,High,-30433.25,19958.57,13394.93,-5003.37,95,111056.36,-274.03%
477,1609492611000,15m,Down,5,5,High,-35304.33,10668.44,6512.42,-2664.53,45,53216.34,-663.41%
